,dept,dist,station,value,date
528046,Revenue,Cuddalore,Indian Metrology Department,2.0,2021-02-01
528047,Revenue,Cuddalore,Indian Metrology Department,2.0,2021-02-01
528048,Revenue,Madurai,Pulipatti,1.0,2021-02-01
528049,Revenue,Madurai,Pulipatti,1.0,2021-02-01
528050,Revenue,Villupuram,TINDIVANAM,42.0,2021-03-01
528051,Revenue,Villupuram,TINDIVANAM,42.0,2021-03-01
528052,Revenue,Chengalpattu,Keelampakkam,29.8,2021-03-01
528053,Revenue,Chengalpattu,Keelampakkam,29.8,2021-03-01
528054,Revenue,Thiruvarur,"Taluk Office , Tiruvarur",28.2,2021-03-01
528055,Revenue,Thiruvarur,"Taluk Office , Tiruvarur",28.2,2021-03-01
528056,Revenue,Nagapattinam,Nagapattinam,23.0,2021-03-01
528057,Revenue,Nagapattinam,Nagapattinam,23.0,2021-03-01
528058,Revenue,Chengalpattu,Mammallapuram PWD bungalow,19.8,2021-03-01
528059,Revenue,Chengalpattu,Mammallapuram PWD bungalow,19.8,2021-03-01
528060,Revenue,Chengalpattu,Cheyyur,19.0,2021-03-01
528061,Revenue,Chengalpattu,Cheyyur,19.0,2021-03-01
528062,Revenue,Nagapattinam,Thirupoondi,18.4,2021-03-01
528063,Revenue,Nagapattinam,Thirupoondi,18.4,2021-03-01
528064,Revenue,Ramanathapuram,Thangachimadam,18.2,2021-03-01
528065,Revenue,Ramanathapuram,Thangachimadam,18.2,2021-03-01
528066,Revenue,Villupuram,Marakkanam,16.5,2021-03-01
528067,Revenue,Villupuram,Marakkanam,16.5,2021-03-01
528068,Revenue,Ramanathapuram,Rameswaram,16.2,2021-03-01
528069,Revenue,Ramanathapuram,Rameswaram,16.2,2021-03-01
528070,Revenue,Thiruvarur,Mannargudi,16.0,2021-03-01
528071,Revenue,Thiruvarur,Mannargudi,16.0,2021-03-01
528072,Revenue,Chengalpattu,"Taluk Office, Thirukalukundram",15.4,2021-03-01
528073,Revenue,Chengalpattu,"Taluk Office, Thirukalukundram",15.4,2021-03-01
528074,Revenue,Kancheepuram,UTHIRAMERUR,15.0,2021-03-01
528075,Revenue,Kancheepuram,UTHIRAMERUR,15.0,2021-03-01
528076,Revenue,Thiruvarur,Pandavaiyaru,14.4,2021-03-01
528077,Revenue,Thiruvarur,Pandavaiyaru,14.4,2021-03-01
528078,Revenue,Chengalpattu,Chengalpattu,13.8,2021-03-01
528079,Revenue,Chengalpattu,Chengalpattu,13.8,2021-03-01
528080,Revenue,Thiruvarur,"Sub Registrar Office, Muthupettai",13.2,2021-03-01
528081,Revenue,Thiruvarur,"Sub Registrar Office, Muthupettai",13.2,2021-03-01
528082,Revenue,Mayiladuthurai,Mayiladuthurai,13.2,2021-03-01
528083,Revenue,Mayiladuthurai,Mayiladuthurai,13.2,2021-03-01
528084,Revenue,Ramanathapuram,pamban,12.5,2021-03-01
528085,Revenue,Ramanathapuram,pamban,12.5,2021-03-01
528086,Revenue,Thanjavur,Manjalaru,12.0,2021-03-01
528087,Revenue,Thanjavur,Pattukkottai,12.0,2021-03-01
528088,Revenue,Thanjavur,Manjalaru,12.0,2021-03-01
528089,Revenue,Thanjavur,Pattukkottai,12.0,2021-03-01
528090,Revenue,Chengalpattu,Madurantakam taluk office,11.0,2021-03-01
528091,Revenue,Chennai,Sholinganallur,11.0,2021-03-01
528092,Revenue,Chengalpattu,Madurantakam taluk office,11.0,2021-03-01
528093,Revenue,Chennai,Sholinganallur,11.0,2021-03-01
528094,Revenue,Tiruvannamalai,Vembakkam,10.4,2021-03-01
528095,Revenue,Tiruvannamalai,Vembakkam,10.4,2021-03-01
528096,Revenue,Kancheepuram,Sriperumbadur,10.0,2021-03-01
528097,Revenue,Kancheepuram,Sriperumbadur,10.0,2021-03-01
528098,Revenue,Cuddalore,Chidambaram,10.0,2021-03-01
528099,Revenue,Nagapattinam,Thalanayar,10.0,2021-03-01
528100,Revenue,Cuddalore,Chidambaram,10.0,2021-03-01
528101,Revenue,Nagapattinam,Thalanayar,10.0,2021-03-01
528102,Revenue,Thanjavur,Lower Anaicut,10.0,2021-03-01
528103,Revenue,Thanjavur,Lower Anaicut,10.0,2021-03-01
528104,Revenue,Thiruvarur,Kudavasal,9.2,2021-03-01
528105,Revenue,Thiruvarur,Kudavasal,9.2,2021-03-01
528106,Revenue,Tiruvallur,Jamine Koratur,9.0,2021-03-01
528107,Revenue,Tiruvallur,Jamine Koratur,9.0,2021-03-01
528108,Revenue,Ramanathapuram,Mandapam,9.0,2021-03-01
528109,Revenue,Ramanathapuram,Mandapam,9.0,2021-03-01
528110,Revenue,Chennai,Ambathur,9.0,2021-03-01
528111,Revenue,Chennai,Ambathur,9.0,2021-03-01
528112,Revenue,Cuddalore,Vanamadevi,9.0,2021-03-01
528113,Revenue,Cuddalore,Vanamadevi,9.0,2021-03-01
528114,Revenue,Thanjavur,Madukkur,8.6,2021-03-01
528115,Revenue,Thanjavur,Madukkur,8.6,2021-03-01
528116,Revenue,The Nilgiris,Coonoor,8.5,2021-03-01
528117,Revenue,The Nilgiris,Coonoor,8.5,2021-03-01
528118,Revenue,Cuddalore,Indian Metrology Department,8.4,2021-03-01
528119,Revenue,Cuddalore,Indian Metrology Department,8.4,2021-03-01
528120,Revenue,Cuddalore,Collectorate,8.3,2021-03-01
528121,Revenue,Cuddalore,Collectorate,8.3,2021-03-01
528122,Revenue,Thiruvarur,"Taluk Office, Nannilam",8.0,2021-03-01
528123,Revenue,Chennai,Alandur,8.0,2021-03-01
528124,Revenue,Chennai,Alandur,8.0,2021-03-01
528125,Revenue,The Nilgiris,Billimalai Estate,8.0,2021-03-01
528126,Revenue,Cuddalore,SRC Kudithangi,8.0,2021-03-01
528127,Revenue,The Nilgiris,Billimalai Estate,8.0,2021-03-01
528128,Revenue,Cuddalore,SRC Kudithangi,8.0,2021-03-01
528129,Revenue,Ranipet,Kaveripakkam,8.0,2021-03-01
528130,Revenue,Ranipet,Kaveripakkam,8.0,2021-03-01
528131,Revenue,Thiruvarur,"Taluk Office, Nannilam",8.0,2021-03-01
528132,Revenue,Chengalpattu,"Taluk Office, Thiruporur",7.8,2021-03-01
528133,Revenue,Chengalpattu,"Taluk Office, Thiruporur",7.8,2021-03-01
528134,Revenue,Pudukkottai,Malaiyur,7.4,2021-03-01
528135,Revenue,Pudukkottai,Malaiyur,7.4,2021-03-01
528136,Revenue,Tiruvallur,Cholavaram,7.0,2021-03-01
528137,Revenue,Tiruvallur,Cholavaram,7.0,2021-03-01
528138,Revenue,Ramanathapuram,Theerthandathanam,7.0,2021-03-01
528139,Revenue,Ramanathapuram,Theerthandathanam,7.0,2021-03-01
528140,Revenue,Vellore,Ponnai Dam,7.0,2021-03-01
528141,Revenue,Vellore,Ponnai Dam,7.0,2021-03-01
528142,Revenue,Mayiladuthurai,Manalmedu,7.0,2021-03-01
528143,Revenue,Thanjavur,Thiruvidaimaruthur,7.0,2021-03-01
528144,Revenue,Mayiladuthurai,Manalmedu,7.0,2021-03-01
528145,Revenue,Thanjavur,Thiruvidaimaruthur,7.0,2021-03-01
528146,Revenue,Chennai,Anna university,6.8,2021-03-01
528147,Revenue,Chennai,Anna university,6.8,2021-03-01
528148,Revenue,Thiruvarur,Needamangalam,6.4,2021-03-01
528149,Revenue,Thiruvarur,Needamangalam,6.4,2021-03-01
528150,Revenue,Chengalpattu,"Taluk Office, Tambaram",6.4,2021-03-01
528151,Revenue,Chengalpattu,"Taluk Office, Tambaram",6.4,2021-03-01
528152,Revenue,Thanjavur,Neivasal Thenpathi,6.4,2021-03-01
528153,Revenue,Thanjavur,Neivasal Thenpathi,6.4,2021-03-01
528154,Revenue,Ranipet,Wallajah,6.3,2021-03-01
528155,Revenue,Ranipet,Wallajah,6.3,2021-03-01
528156,Revenue,Dharmapuri,Palacode,6.2,2021-03-01
528157,Revenue,Ranipet,Kalavai PWD,6.2,2021-03-01
528158,Revenue,Ranipet,Kalavai PWD,6.2,2021-03-01
528159,Revenue,Thanjavur,Vettikadu,6.2,2021-03-01
528160,Revenue,Thanjavur,Vettikadu,6.2,2021-03-01
528161,Revenue,Dharmapuri,Palacode,6.2,2021-03-01
528162,Revenue,Tiruvannamalai,Cheyyar,6.0,2021-03-01
528163,Revenue,Pudukkottai,Aranthangi,6.0,2021-03-01
528164,Revenue,Tiruvallur,Poonamallee,6.0,2021-03-01
528165,Revenue,Tiruvallur,Poonamallee,6.0,2021-03-01
528166,Revenue,Kancheepuram,Walajabad,6.0,2021-03-01
528167,Revenue,Kancheepuram,Walajabad,6.0,2021-03-01
528168,Revenue,The Nilgiris,Kotagiri,6.0,2021-03-01
528169,Revenue,The Nilgiris,Kotagiri,6.0,2021-03-01
528170,Revenue,Nagapattinam,Vedaranyam,6.0,2021-03-01
528171,Revenue,Thanjavur,Papanasam,6.0,2021-03-01
528172,Revenue,Nagapattinam,Vedaranyam,6.0,2021-03-01
528173,Revenue,Thanjavur,Peravurani,6.0,2021-03-01
528174,Revenue,Thanjavur,Papanasam,6.0,2021-03-01
528175,Revenue,Thanjavur,Peravurani,6.0,2021-03-01
528176,Revenue,Tiruvannamalai,Cheyyar,6.0,2021-03-01
528177,Revenue,Pudukkottai,Aranthangi,6.0,2021-03-01
528178,Revenue,Mayiladuthurai,Sirkali,5.8,2021-03-01
528179,Revenue,Mayiladuthurai,Sirkali,5.8,2021-03-01
528180,Revenue,Chennai,DGP Office,5.6,2021-03-01
528181,Revenue,Chennai,DGP Office,5.6,2021-03-01
528182,Revenue,Chennai,Chennai nungambakkam,5.5,2021-03-01
528183,Revenue,Chennai,Chennai nungambakkam,5.5,2021-03-01
528184,Revenue,Thiruchirappalli,Tiruchirappalli Junction,5.4,2021-03-01
528185,Revenue,Thiruchirappalli,Tiruchirappalli Airport,5.4,2021-03-01
528186,Revenue,Thiruchirappalli,Tiruchirappalli Junction,5.4,2021-03-01
528187,Revenue,Thiruchirappalli,Tiruchirappalli Airport,5.4,2021-03-01
528188,Revenue,Chennai,Perambur Corporation park,5.3,2021-03-01
528189,Revenue,Chennai,Perambur Corporation park,5.3,2021-03-01
528190,Revenue,Thiruvarur,Valangaiman,5.2,2021-03-01
528191,Revenue,Ariyalur,THIRUMANUR  PWD OFFICE (R.C.DIVISION),5.2,2021-03-01
528192,Revenue,Ariyalur,THIRUMANUR  PWD OFFICE (R.C.DIVISION),5.2,2021-03-01
528193,Revenue,Vellore,VCS Mill Ammundi,5.2,2021-03-01
528194,Revenue,Vellore,VCS Mill Ammundi,5.2,2021-03-01
528195,Revenue,Thiruvarur,Valangaiman,5.2,2021-03-01
528196,Revenue,Ariyalur,Jayankondam taluk office,5.0,2021-03-01
528197,Revenue,Ariyalur,Jayankondam taluk office,5.0,2021-03-01
528198,Revenue,Kancheepuram,Chembarampakkam,5.0,2021-03-01
528199,Revenue,Kancheepuram,Chembarampakkam,5.0,2021-03-01
528200,Revenue,Chennai,Ayanavaram taluk office,5.0,2021-03-01
528201,Revenue,Thoothukudi,VEDANATHAM,5.0,2021-03-01
528202,Revenue,Chennai,Ayanavaram taluk office,5.0,2021-03-01
528203,Revenue,Thoothukudi,VEDANATHAM,5.0,2021-03-01
528204,Revenue,The Nilgiris,Alakarai Estate,5.0,2021-03-01
528205,Revenue,The Nilgiris,Alakarai Estate,5.0,2021-03-01
528206,Revenue,Cuddalore,Panruti,5.0,2021-03-01
528207,Revenue,Cuddalore,Annamalai Nagar,5.0,2021-03-01
528208,Revenue,Cuddalore,Veppur,5.0,2021-03-01
528209,Revenue,Cuddalore,Panruti,5.0,2021-03-01
528210,Revenue,Cuddalore,Annamalai Nagar,5.0,2021-03-01
528211,Revenue,Thanjavur,Vallam,5.0,2021-03-01
528212,Revenue,Cuddalore,Veppur,5.0,2021-03-01
528213,Revenue,Thanjavur,"Taluk Office, Kumbakonam",5.0,2021-03-01
528214,Revenue,Thanjavur,Vallam,5.0,2021-03-01
528215,Revenue,Thanjavur,"Taluk Office, Kumbakonam",5.0,2021-03-01
528216,Revenue,Thiruchirappalli,Lalgudi,5.0,2021-03-01
528217,Revenue,Thiruchirappalli,Lalgudi,5.0,2021-03-01
528218,Revenue,Thanjavur,Orathanad,4.9,2021-03-01
528219,Revenue,Thanjavur,Orathanad,4.9,2021-03-01
528220,Revenue,Ramanathapuram,Vattanam,4.6,2021-03-01
528221,Revenue,Ramanathapuram,Vattanam,4.6,2021-03-01
528222,Revenue,The Nilgiris,Kodanad,4.5,2021-03-01
528223,Revenue,The Nilgiris,Kodanad,4.5,2021-03-01
528224,Revenue,Tiruvallur,Redhills,4.2,2021-03-01
528225,Revenue,Tiruvallur,Redhills,4.2,2021-03-01
528226,Revenue,Thiruchirappalli,Ponmalai (Golden rock),4.2,2021-03-01
528227,Revenue,Thiruchirappalli,Ponmalai (Golden rock),4.2,2021-03-01
528228,Revenue,Pudukkottai,Manamelkudi,4.2,2021-03-01
528229,Revenue,Pudukkottai,Manamelkudi,4.2,2021-03-01
528230,Revenue,Pudukkottai,Ayinkudi,4.0,2021-03-01
528231,Revenue,Thiruchirappalli,Navalur kottapattu,4.0,2021-03-01
528232,Revenue,Cuddalore,Kurinjipadi,4.0,2021-03-01
528233,Revenue,Villupuram,RSCL-2 Mundiyampakkam,4.0,2021-03-01
528234,Revenue,Villupuram,RSCL-2 Koliyanur,4.0,2021-03-01
528235,Revenue,Cuddalore,Kattumayilur,4.0,2021-03-01
528236,Revenue,Thiruchirappalli,Navalur kottapattu,4.0,2021-03-01
528237,Revenue,Cuddalore,Kurinjipadi,4.0,2021-03-01
528238,Revenue,Villupuram,RSCL-2 Mundiyampakkam,4.0,2021-03-01
528239,Revenue,Villupuram,RSCL-2 Koliyanur,4.0,2021-03-01
528240,Revenue,Cuddalore,Kattumayilur,4.0,2021-03-01
528241,Revenue,Thanjavur,Thiruvaiyaru,4.0,2021-03-01
528242,Revenue,Thanjavur,Thiruvaiyaru,4.0,2021-03-01
528243,Revenue,Pudukkottai,Perungalur,4.0,2021-03-01
528244,Revenue,Pudukkottai,Pudukkottai,4.0,2021-03-01
528245,Revenue,Pudukkottai,Perungalur,4.0,2021-03-01
528246,Revenue,Pudukkottai,Ayinkudi,4.0,2021-03-01
528247,Revenue,Pudukkottai,Pudukkottai,4.0,2021-03-01
528248,Revenue,Ramanathapuram,Thondi,3.8,2021-03-01
528249,Revenue,Ramanathapuram,Thondi,3.8,2021-03-01
528250,Revenue,Thanjavur,Thanjavur,3.5,2021-03-01
528251,Revenue,Thanjavur,Thanjavur,3.5,2021-03-01
528252,Revenue,Thanjavur,Adirampatnam,3.4,2021-03-01
528253,Revenue,Thanjavur,Adirampatnam,3.4,2021-03-01
528254,Revenue,Thiruchirappalli,Kovilpatty,3.2,2021-03-01
528255,Revenue,Thiruchirappalli,Manapparai,3.2,2021-03-01
528256,Revenue,Thiruchirappalli,Manapparai,3.2,2021-03-01
528257,Revenue,Cuddalore,Parangipettai,3.2,2021-03-01
528258,Revenue,Cuddalore,Parangipettai,3.2,2021-03-01
528259,Revenue,Thanjavur,Echanviduthi,3.2,2021-03-01
528260,Revenue,Thanjavur,Echanviduthi,3.2,2021-03-01
528261,Revenue,Thiruchirappalli,Kovilpatty,3.2,2021-03-01
528262,Revenue,Thanjavur,Ayyampettai,3.1,2021-03-01
528263,Revenue,Thanjavur,Ayyampettai,3.1,2021-03-01
528264,Revenue,Thiruchirappalli,Thuvakudi,3.0,2021-03-01
528265,Revenue,Tiruvannamalai,Vandavasi,3.0,2021-03-01
528266,Revenue,Tiruvallur,Tiruvallur,3.0,2021-03-01
528267,Revenue,Thiruchirappalli,Thuvakudi,3.0,2021-03-01
528268,Revenue,Tiruvallur,Tiruvallur,3.0,2021-03-01
528269,Revenue,Kancheepuram,Kancheepuram taluk office,3.0,2021-03-01
528270,Revenue,Kancheepuram,Kancheepuram taluk office,3.0,2021-03-01
528271,Revenue,Salem,Yercaud,3.0,2021-03-01
528272,Revenue,Salem,Yercaud,3.0,2021-03-01
528273,Revenue,The Nilgiris,Adar estate,3.0,2021-03-01
528274,Revenue,Cuddalore,Kothavacherry,3.0,2021-03-01
528275,Revenue,The Nilgiris,Adar estate,3.0,2021-03-01
528276,Revenue,Cuddalore,Lalpet,3.0,2021-03-01
528277,Revenue,Villupuram,VILUPPURAM,3.0,2021-03-01
528278,Revenue,Villupuram,Gingee,3.0,2021-03-01
528279,Revenue,Cuddalore,Kuppanatham,3.0,2021-03-01
528280,Revenue,Cuddalore,Kothavacherry,3.0,2021-03-01
528281,Revenue,Cuddalore,Lalpet,3.0,2021-03-01
528282,Revenue,Villupuram,VILUPPURAM,3.0,2021-03-01
528283,Revenue,Thiruchirappalli,Thenparanadu,3.0,2021-03-01
528284,Revenue,Villupuram,Gingee,3.0,2021-03-01
528285,Revenue,Cuddalore,Kuppanatham,3.0,2021-03-01
528286,Revenue,Thiruchirappalli,Thenparanadu,3.0,2021-03-01
528287,Revenue,Thiruchirappalli,Devimangalam,3.0,2021-03-01
528288,Revenue,Ranipet,Sholingur,3.0,2021-03-01
528289,Revenue,Pudukkottai,Alangudi,3.0,2021-03-01
528290,Revenue,Thiruchirappalli,Devimangalam,3.0,2021-03-01
528291,Revenue,Ranipet,Sholingur,3.0,2021-03-01
528292,Revenue,Tiruvannamalai,Vandavasi,3.0,2021-03-01
528293,Revenue,Pudukkottai,Alangudi,3.0,2021-03-01
528294,Revenue,Chennai,Chennai collectorate building,2.8,2021-03-01
528295,Revenue,Chennai,Chennai collectorate building,2.8,2021-03-01
528296,Revenue,Dindigul,Natham,2.5,2021-03-01
528297,Revenue,Dindigul,Natham,2.5,2021-03-01
528298,Revenue,Villupuram,RSCL-2 Valavanur,2.5,2021-03-01
528299,Revenue,Villupuram,RSCL-3 Semmedu,2.5,2021-03-01
528300,Revenue,Villupuram,RSCL-2 Valavanur,2.5,2021-03-01
528301,Revenue,Villupuram,RSCL-3 Semmedu,2.5,2021-03-01
528302,Revenue,Krishnagiri,Barur,2.4,2021-03-01
528303,Revenue,Krishnagiri,Barur,2.4,2021-03-01
528304,Revenue,Tirupathur,Vaniyambadi,2.4,2021-03-01
528305,Revenue,Tirupathur,Vaniyambadi,2.4,2021-03-01
528306,Revenue,Thanjavur,Budalur,2.4,2021-03-01
528307,Revenue,Thanjavur,Budalur,2.4,2021-03-01
528308,Revenue,Chennai,CD Hospital Tondiarpet,2.3,2021-03-01
528309,Revenue,Chennai,CD Hospital Tondiarpet,2.3,2021-03-01
528310,Revenue,Sivagangai,Devakottai,2.2,2021-03-01
528311,Revenue,Sivagangai,Devakottai,2.2,2021-03-01
528312,Revenue,Vellore,Vellore,2.2,2021-03-01
528313,Revenue,Vellore,Vellore,2.2,2021-03-01
528314,Revenue,Dharmapuri,Dharmapuri,2.0,2021-03-01
528315,Revenue,Tiruvallur,Ponneri,2.0,2021-03-01
528316,Revenue,Pudukkottai,Annavasal,2.0,2021-03-01
528317,Revenue,Pudukkottai,Illupur,2.0,2021-03-01
528318,Revenue,Ariyalur,"PWD Office, Sendurai",2.0,2021-03-01
528319,Revenue,Tiruvallur,Ponneri,2.0,2021-03-01
528320,Revenue,Ariyalur,"PWD Office, Sendurai",2.0,2021-03-01
528321,Revenue,Salem,Kariyakovil Dam,2.0,2021-03-01
528322,Revenue,Perambalur,Padalur,2.0,2021-03-01
528323,Revenue,Perambalur,Agaram seegoor,2.0,2021-03-01
528324,Revenue,Perambalur,Labbaikudikadu,2.0,2021-03-01
528325,Revenue,Perambalur,Puthu vettakudi,2.0,2021-03-01
528326,Revenue,Perambalur,Eraiyur,2.0,2021-03-01
528327,Revenue,Perambalur,V.KALATHUR,2.0,2021-03-01
528328,Revenue,Salem,Kariyakovil Dam,2.0,2021-03-01
528329,Revenue,Perambalur,Padalur,2.0,2021-03-01
528330,Revenue,Perambalur,Agaram seegoor,2.0,2021-03-01
528331,Revenue,Perambalur,Labbaikudikadu,2.0,2021-03-01
528332,Revenue,Perambalur,Puthu vettakudi,2.0,2021-03-01
528333,Revenue,Perambalur,Eraiyur,2.0,2021-03-01
528334,Revenue,Perambalur,V.KALATHUR,2.0,2021-03-01
528335,Revenue,The Nilgiris,Kinnakorai,2.0,2021-03-01
528336,Revenue,Vellore,Katpadi,2.0,2021-03-01
528337,Revenue,Tiruppur,Palladam,2.0,2021-03-01
528338,Revenue,The Nilgiris,Kinnakorai,2.0,2021-03-01
528339,Revenue,Vellore,Katpadi,2.0,2021-03-01
528340,Revenue,Villupuram,VANUR,2.0,2021-03-01
528341,Revenue,Tiruppur,Palladam,2.0,2021-03-01
528342,Revenue,Villupuram,RSCL-2 Nemoor,2.0,2021-03-01
528343,Revenue,Villupuram,RSCL-2 Kedar,2.0,2021-03-01
528344,Revenue,Cuddalore,Srimushnam,2.0,2021-03-01
528345,Revenue,Cuddalore,Pelandurai,2.0,2021-03-01
528346,Revenue,Cuddalore,Tozhudur,2.0,2021-03-01
528347,Revenue,Cuddalore,Me.Mathur,2.0,2021-03-01
528348,Revenue,Villupuram,VANUR,2.0,2021-03-01
528349,Revenue,Cuddalore,Vridhachalam,2.0,2021-03-01
528350,Revenue,Mayiladuthurai,Anaikaranchatram (Kollidam),2.0,2021-03-01
528351,Revenue,Villupuram,RSCL-2 Nemoor,2.0,2021-03-01
528352,Revenue,Villupuram,RSCL-2 Kedar,2.0,2021-03-01
528353,Revenue,Cuddalore,Srimushnam,2.0,2021-03-01
528354,Revenue,Cuddalore,Pelandurai,2.0,2021-03-01
528355,Revenue,Thanjavur,Kurungulam,2.0,2021-03-01
528356,Revenue,Cuddalore,Tozhudur,2.0,2021-03-01
528357,Revenue,Villupuram,SCS MILL Arasoor,2.0,2021-03-01
528358,Revenue,Cuddalore,Me.Mathur,2.0,2021-03-01
528359,Revenue,Cuddalore,Vridhachalam,2.0,2021-03-01
528360,Revenue,Mayiladuthurai,Anaikaranchatram (Kollidam),2.0,2021-03-01
528361,Revenue,Thanjavur,Kurungulam,2.0,2021-03-01
528362,Revenue,Villupuram,SCS MILL Arasoor,2.0,2021-03-01
528363,Revenue,Pudukkottai,Adanakottai,2.0,2021-03-01
528364,Revenue,Dharmapuri,Dharmapuri,2.0,2021-03-01
528365,Revenue,Pudukkottai,Adanakottai,2.0,2021-03-01
528366,Revenue,Pudukkottai,Annavasal,2.0,2021-03-01
528367,Revenue,Pudukkottai,Illupur,2.0,2021-03-01
528368,Revenue,Thiruchirappalli,Ponnaniyar Dam,1.6,2021-03-01
528369,Revenue,Thiruchirappalli,Ponnaniyar Dam,1.6,2021-03-01
528370,Revenue,Ranipet,Arcot,1.5,2021-03-01
528371,Revenue,Ranipet,Arcot,1.5,2021-03-01
528372,Revenue,Dindigul,Palani,1.5,2021-03-01
528373,Revenue,The Nilgiris,Kil Kotagiri Estate,1.5,2021-03-01
528374,Revenue,Dindigul,Palani,1.5,2021-03-01
528375,Revenue,The Nilgiris,Kil Kotagiri Estate,1.5,2021-03-01
528376,Revenue,Thiruvarur,"Taluk Office, Thiruthuraipoondi",1.4,2021-03-01
528377,Revenue,Pudukkottai,Karambakudi,1.4,2021-03-01
528378,Revenue,Tiruvannamalai,"Taluk Office, Arani",1.4,2021-03-01
528379,Revenue,Thiruvarur,"Taluk Office, Thiruthuraipoondi",1.4,2021-03-01
528380,Revenue,Cuddalore,Sethiyathope,1.4,2021-03-01
528381,Revenue,Cuddalore,Sethiyathope,1.4,2021-03-01
528382,Revenue,Pudukkottai,Karambakudi,1.4,2021-03-01
528383,Revenue,Tiruvannamalai,"Taluk Office, Arani",1.4,2021-03-01
528384,Revenue,Cuddalore,Kattumannarkoil,1.3,2021-03-01
528385,Revenue,Cuddalore,Kattumannarkoil,1.3,2021-03-01
528386,Revenue,Sivagangai,Karaikudi,1.2,2021-03-01
528387,Revenue,Krishnagiri,Nedungal,1.2,2021-03-01
528388,Revenue,Krishnagiri,Jambukuttapatti,1.2,2021-03-01
528389,Revenue,Sivagangai,Karaikudi,1.2,2021-03-01
528390,Revenue,Ramanathapuram,Tiruvadani,1.2,2021-03-01
528391,Revenue,Krishnagiri,Nedungal,1.2,2021-03-01
528392,Revenue,Krishnagiri,Jambukuttapatti,1.2,2021-03-01
528393,Revenue,Ramanathapuram,Tiruvadani,1.2,2021-03-01
528394,Revenue,Dharmapuri,Pennagaram,1.0,2021-03-01
528395,Revenue,Sivagangai,Thiruppathur,1.0,2021-03-01
528396,Revenue,Ariyalur,Ariyalur Taluk Office,1.0,2021-03-01
528397,Revenue,Krishnagiri,"Taluk Office, Krishnagiri",1.0,2021-03-01
528398,Revenue,Sivagangai,Thiruppathur,1.0,2021-03-01
528399,Revenue,Karur,Thogamalai,1.0,2021-03-01
528400,Revenue,Ariyalur,Ariyalur Taluk Office,1.0,2021-03-01
528401,Revenue,Krishnagiri,"Taluk Office, Krishnagiri",1.0,2021-03-01
528402,Revenue,Karur,Thogamalai,1.0,2021-03-01
528403,Revenue,Perambalur,Perambalur,1.0,2021-03-01
528404,Revenue,Perambalur,Perambalur,1.0,2021-03-01
528405,Revenue,The Nilgiris,Geddai,1.0,2021-03-01
528406,Revenue,The Nilgiris,Ketti,1.0,2021-03-01
528407,Revenue,Tiruppur,Uthukuli,1.0,2021-03-01
528408,Revenue,The Nilgiris,Geddai,1.0,2021-03-01
528409,Revenue,Thiruchirappalli,Tiruchirappalli Town,1.0,2021-03-01
528410,Revenue,The Nilgiris,Ketti,1.0,2021-03-01
528411,Revenue,Cuddalore,Bhuvanagiri,1.0,2021-03-01
528412,Revenue,Tiruppur,Uthukuli,1.0,2021-03-01
528413,Revenue,Villupuram,RSCL-2 Soorapattu,1.0,2021-03-01
528414,Revenue,Cuddalore,Kilacheruvai,1.0,2021-03-01
528415,Revenue,Thiruchirappalli,Tiruchirappalli Town,1.0,2021-03-01
528416,Revenue,Cuddalore,Bhuvanagiri,1.0,2021-03-01
528417,Revenue,Mayiladuthurai,Tharangambadi,1.0,2021-03-01
528418,Revenue,Villupuram,RSCL-2 Soorapattu,1.0,2021-03-01
528419,Revenue,Cuddalore,Kilacheruvai,1.0,2021-03-01
528420,Revenue,Villupuram,SCS MILL Thiruvennainallur,1.0,2021-03-01
528421,Revenue,Mayiladuthurai,Tharangambadi,1.0,2021-03-01
528422,Revenue,Thiruchirappalli,Vathalai Anaicut,1.0,2021-03-01
528423,Revenue,Villupuram,SCS MILL Thiruvennainallur,1.0,2021-03-01
528424,Revenue,Thiruchirappalli,Vathalai Anaicut,1.0,2021-03-01
528425,Revenue,Dharmapuri,Pennagaram,1.0,2021-03-01
528426,Revenue,Chennai,Gov hr sec school MGR Nagar,0.8,2021-03-01
528427,Revenue,Chennai,Gov hr sec school MGR Nagar,0.8,2021-03-01
528428,Revenue,Dindigul,TOBACCO STATION(VDR),0.6,2021-03-01
528429,Revenue,Dindigul,VEDASANDUR,0.6,2021-03-01
528430,Revenue,Dindigul,TOBACCO STATION(VDR),0.6,2021-03-01
528431,Revenue,Dindigul,VEDASANDUR,0.6,2021-03-01
528432,Revenue,Thiruvarur,"Taluk Office, Thiruthuraipoondi",63.1,2021-04-01
528433,Revenue,Thiruvarur,"Taluk Office, Thiruthuraipoondi",63.1,2021-04-01
528434,Revenue,Nagapattinam,Thalanayar,61.2,2021-04-01
528435,Revenue,Nagapattinam,Thalanayar,61.2,2021-04-01
528436,Revenue,Pudukkottai,Nagudi,40.8,2021-04-01
528437,Revenue,Pudukkottai,Nagudi,40.8,2021-04-01
528438,Revenue,Thanjavur,Adirampatnam,36.7,2021-04-01
528439,Revenue,Thanjavur,Adirampatnam,36.7,2021-04-01
528440,Revenue,Cuddalore,Parangipettai,36.2,2021-04-01
528441,Revenue,Cuddalore,Parangipettai,36.2,2021-04-01
528442,Revenue,Thanjavur,Echanviduthi,36.0,2021-04-01
